Country Name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mali,0.185897413,0.227045578,0.310364443,0.43281964,0.507063136,0.729627281,0.81,1.57,1.8,2,2.2,2.8,3.5,7,10.33,11.11218649,13,NA
Malta,17.87784832,28.92,31.64,34.62,41.24,40.41,46.9,50.08,58.86,63,68.01982379,68.19987429,68.9138,73.17,75.96,78.0751488,81.01191108,81.40313252
Marshall Islands,1.706614078,2.335444575,2.569750367,3.599776814,3.878702398,3.795590214,3.95,4.6,5.6,7,10,12.5,14,16.8,19.2824418,29.78777936,38.70116262,NA
Mauritania,0.261448552,0.363229415,0.424004896,0.481470438,0.669966475,0.979661253,1.433613196,1.87,2.28,4,4.5,5,6.2,10.7,15.19912669,18,20.80096366,NA
Mauritius,8.780904019,10.25262467,12.1871062,13.68908859,15.17222875,16.7,20.22,21.81,22.51,28.33,34.95,35.42,40.11682514,44.80327537,50.13931848,52.19132594,55.4032403,58.5961697
Mexico,7.038023117,11.9,12.9,14.1,17.21,19.52,20.81,21.71,26.34,31.05,37.17629541,39.75,43.46,44.39,57.43104299,59.540446,63.85224909,65.77263448
Micronesia, Fed. Sts.,4.660527199,5.570099705,9.2325021,11.01786731,11.8813691,12.75033925,13.62113273,14.49,15.35,20,22.8,25.974423,27.8,29.65,31.50108128,33.35216255,35.30405287,NA
Middle East & North Africa,2.0981480517256,3.78026306496698,5.15698288615435,8.43172154175925,9.84171626220008,11.882906532375,15.1290833665244,18.838487750071,21.7389130799282,25.0327265202501,28.0057763097589,31.8011280815123,35.5087288963867,40.4000183021915,47.920107312971,48.4946922582875,56.2157638826321,64.8713179067899
Middle East & North Africa (excluding high income),1.15886741827003,2.83364423295548,4.07063631535635,7.49728656473562,8.62479292652281,10.011695235911,11.9792138252992,15.1267797123267,17.8695733625643,20.8490287449385,23.1344719050593,26.4044591915094,29.92718801056,34.9445409684348,43.2279229189708,43.218212176857,51.1623028936968,59.1146716782924
Middle East & North Africa (IDA & IBRD),1.15088851161126,2.83049722835857,4.06992734817576,7.53392192857601,8.53719167349151,9.91140887318102,11.8685130864214,15.0146750039573,17.6937325834104,20.6449973373033,22.912134025388,26.1890997939571,29.7190970854109,34.7099199746565,43.0491731678186,42.9906882163219,50.9832270973888,59.0194939544909
Middle income,2.2301567759934,3.74799419013528,4.92006059736019,6.31675725715157,7.48357986048692,9.1843130603773,11.9981052678114,14.8424036870038,17.7711007162712,21.7641840823716,24.9155428471963,28.3947442540904,31.3519728563243,35.0434040604764,36.8383056135098,39.9099292387335,46.1180264655656,NA
Moldova,1.487812952,3.787242799,7.407544584,10.62939084,14.63027046,19.62064771,20.45,23.39,27.5,32.3,38,43.37,60,67,69,70.99999911,76.12451989,NA
Monaco,46.64614236,48.04711717,49.49116892,52.49019668,55.46482606,61.47603971,64.3776824,67.25,70.1,75,80.3,87,90.7,92.4,93.36330202,95.20817797,97.05297684,NA
Mongolia,1.653238239,2.039572603,NA,NA,NA,NA,9,9.8,10,10.2,12.49999111,16.4,17.69998424,19.94244743,22.50000413,22.2657705,23.71426517,NA
Montenegro,NA,NA,NA,25.3500686,27.1,28.9,30.8,32.9,35.1,37.5,35.61154125,56.83878255,60.31,61,68.11958104,69.88164684,71.27233254,71.517253
Morocco,1.371438101,2.373253192,3.353366681,11.60793477,15.08444452,19.77119157,21.5,33.1,41.3,52,46.1074826,55.41605319,56,56.8,57.08,58.27123642,61.76221201,64.80386519
Mozambique,0.160031947,0.259612611,0.419538844,0.679447835,0.854357118,0.842954488,0.91,1.56,2.68,4.17,4.3,6,7.29393733,9.236314896,16.93353299,17.52123909,10,NA
Myanmar,0.000289277,0.000426494,0.024064149,0.024337392,0.065238856,0.182048331,0.217128445,0.22,0.22,0.25,0.98,4,8,11.52,21.72583401,25.07330424,30.67818311,NA
Namibia,2.416979442,2.633699769,3.359839886,3.804715615,4.010046644,4.398870647,4.835610778,5.329003772,6.5,11.6,12,12.9414,13.9,14.84,25.68785182,31.03334594,51,NA
Nauru,2.987155233,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,57,NA
Nepal,0.240015303,0.31295606,0.382810917,0.449843651,0.826551266,1.141389164,1.41,1.73,1.97,7.93,9,11.1493,13.3,15.44,17.58161801,19.68876384,34,NA
Netherlands,49.37306211,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,91.666666,91.72413793,90.4109589,93.19727891,94.71207372
New Zealand,53.24101529,59.08075328,60.96253987,61.84762781,62.72021237,69,69.76,72.03,79.7,80.46,81.23,81.64447018,82.78,85.5,88.22288882,88.47018635,90.81109307,NA
Nicaragua,1.448799428,1.714729584,1.880412532,2.320664609,2.566351177,2.805573063,3.9,5.3,7.3,10,10.6,13.5,15.5,17.6,19.7042915,24.57183396,27.86304001,NA
Niger,0.105185431,0.127152469,0.155698704,0.189933734,0.221341351,0.294033977,0.39039062,0.7,0.76,0.83,0.9,1.05,1.15,1.248675689,2.476219975,4.32275803,10.22431156,5.250487687
Nigeria,0.08990137,0.320461976,0.558576245,1.286137641,3.549155718,5.545036083,6.77,8,9.3,11.5,13.8,16.1,19.1,21,36,25.67,42,NA
North America,50.1686287653019,59.058859197879,61.9412897044475,64.875012149211,68.3304403541267,69.2730261939104,74.8221899816302,74.2688086987766,71.9250963998418,72.5489982887815,71.0569584322978,75.5335297673991,72.8493027183661,74.4252310539038,76.1172938341097,86.1149971071056,87.6470502182856,NA
North Macedonia,3.468184608,17.33,19.07,24.44,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.44994731,65.24,68.06,70.3802,72.15681447,74.51682418,79.16775519
Norway,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.48998265,94.64997805,95.0534,96.3,96.8103,97.29820367,96.3576013,96.49165799
OECD members,33.4179141511647,41.5437181603267,45.7673275803816,50.6019264464549,54.2170670072705,56.6960308280527,61.9746778150197,64.0294900723923,65.449391474847,67.7367619207762,68.6422017570154,71.0485621519189,72.3613553589163,73.9774338032131,76.4930842796803,80.7107710200076,81.7149077891976,NA
Oman,5.893841521,6.873396039,7.255742945,6.75885217,6.68358142,8.299716673,16.68,20,26.8,35.8278,48,60,66.45,70.22,73.53,76.84539047,80.18563573,NA
Other small states,6.64752296615628,8.61500534770544,10.369507366432,12.1798257490964,12.938203246494,14.3337650832693,16.1884856616355,18.8306397970259,20.8552510270317,24.4909812335054,28.1102517412611,31.4428329949069,36.3468113961367,40.1529964232109,43.6449510576009,46.2910498266249,52.8500503628305,NA
Pacific island small states,1.86107844630335,3.9938822079756,4.54474215805511,5.16956876405167,5.57615283191759,6.48947051288077,7.38974578592793,8.68941578417109,10.8684669545756,12.9611649582746,17.5998979346836,20.6144847107137,21.861886073389,24.5133142106206,27.6383027360735,30.2360645065719,32.7039634144012,NA
Pakistan,1.318550779,2.577426737,5.041158126,6.164320985,6.332329098,6.5,6.8,7,7.5,8,9,9.96,10.9,12,14,12.38544676,15.51,NA
Palau,NA,20.24393947,21.60152718,26.97033263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,7.268399878,8.518077815,9.987424077,11.14086254,11.48400928,17.34956617,22.29,33.82,39.08,40.1,42.7,40.30189522,44.03,44.92,51.20542499,54,57.86509007,NA
Papua New Guinea,0.904103545,1.321656935,1.374404668,1.507912772,1.716190476,1.754487261,1.790559361,1.15,1.61,1.28,2,3.5,5.1,6.5,7.9,9.601538462,11.20919659,NA
Paraguay,1.098793836,1.794969598,2.111942082,3.452438431,7.907007861,7.962073884,11.21,14.27,18.9,19.8,24.76351588,29.34,36.9,43,49.72,53.40412748,61.07575622,64.99354302
Peru,7.578762957,8.96694917,11.6,14.1,17.1,20.7,25.2,30.57,31.4,34.77,36.01,38.2,39.2,40.2,40.85260091,45.46174069,48.72763146,52.54031157
Philippines,2.52400566,4.332275746,4.857672267,5.243628452,5.397636329,5.740586325,5.97,6.22,9,25,29,36.2351,48.09902359,49.6,36,55.5,60.05476033,NA
Poland,9.900669707,21.15,24.87,32.53,38.81,44.58,48.6,53.13,58.97,62.32,61.94999897,62.30999727,62.8492,66.6,67.997,73.3007041,75.98536595,77.54173454
Portugal,18.08713656,19.37,29.67,31.78,34.99,38.01,42.09,44.13,48.27,53.3,55.24999688,60.33999749,62.0956,64.59,68.6329,70.42356709,73.79121395,74.66096828
Post-demographic dividend,36.6625481691501,44.7000192245666,49.7846814252582,54.9777006178841,58.50482512867,60.4365352043183,65.6847350335987,67.6812549954172,68.8943191344564,71.0078451920983,71.4527127899553,74.2481614613766,75.7460868233501,77.4032074997977,78.718882139857,83.2046121523231,83.8207586484466,NA
Pre-demographic dividend,0.187289172714858,0.363513133362393,0.645308110127425,0.988132485382275,1.71864123245818,2.46109717195604,3.31110193860542,3.6706515173782,4.37399199506872,6.11904011626366,7.09793321169638,8.58560482023243,10.3258241794595,12.7661817216898,20.2604592252622,16.5090306983858,24.0610550757402,NA
Qatar,6.170268561,10.22612893,19.24233642,20.70164785,24.73349378,28.97411271,37,44.3,53.1,69,69,69.3,85.3,91.49,92.88482645,95.12466217,97.38884917,99.65284913
Romania,4.538669029,6.58,8.9,15,21.5,24.66,28.3,32.42,36.6,39.93,40.00999678,45.87999425,49.7645,54.08,55.7632,59.50395129,63.74728218,70.68127793
Russian Federation,2.944367787,4.128271818,8.298860616,12.8593889,15.2266732,18.02327746,24.66,26.83,29,43,49,63.8,67.97,70.52,70.1,73.09143462,76.00813853,80.86472186
Rwanda,0.24067241,0.292784719,0.356918467,0.430854243,0.556041165,NA,2.115387178,4.5,7.7,8,7,8.023854277,9,10.6,18,20,21.76763262,NA
Samoa,1.689902831,2.244832676,2.799630449,3.07552941,3.352592112,4.469173873,4.749983235,5.031615316,6,7,11,12.92249,15.3,21.2,25.40700977,29.41173011,33.61093932,NA
San Marino,50.34166909,50.83483994,50.00345304,50.56634304,50.2595642,50.20865936,50.36482211,54.52,54.21,NA,49.6,NA,NA,NA,NA,NA,60.18230126,NA
Sao Tome and Principe,6.310917888,7.580665169,10.16184431,13.32285269,13.75948422,14.18201978,14.5904832,15.48,16.41,18.75,20.1612,21.5724,23,24.41,25.82,28,29.9312292,NA
Saudi Arabia,4.681053166,6.38470502,8.001582891,10.234533,12.70503599,19.45955435,30,36,38,41,47.5,54,60.5,64.71365737,69.6162358,74.87927469,82.12000121,93.31000185
Senegal,0.983794059,1.006454537,2.10143643,4.38602398,4.786684083,5.611738652,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7,27,25.66476804,46,NA
Serbia,NA,NA,NA,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.45036418,62.07508046,65.3170254,67.05684137,70.33083553,73.36070915
Seychelles,11.01510293,14.30417083,14.59250432,24.27213922,25.41326815,34.95197117,38.38,40.44,NA,41,43.16400446,47.076,50.4,51.25470199,54.25961786,56.51470815,58.76981124,NA
Sierra Leone,0.160264445,0.176198957,0.190173282,0.203007681,0.21539161,0.227669467,0.239834699,0.25,0.26,0.58,0.9,2.5,4,6.057298984,6.344421603,11.77318438,9,NA
Singapore,41.67042518,47,53.83794329,62,61,59,69.9,69,69,71,71,72,80.90205685,79.02923586,79.012957,84.45226789,84.44953878,88.16563603
Slovak Republic,12.52832185,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70,75.71,74.43999717,76.70999012,77.8826,79.98,77.6347,80.47585728,81.62566752,80.66033556
Slovenia,30.17591047,27.83888542,31.85479301,40.81,46.81,54.01,56.74,58,64,70,67.33999481,68.34997453,72.6756,71.59,73.0987,75.49850426,78.88542636,79.7499766
Small states,6.68650115183717,8.93622321321242,10.867551125509,12.6378359780663,13.7175681559598,15.3535860977086,17.3588682685003,20.0017815814391,22.4349948649615,25.9464678357027,30.21939986154,32.9295707118266,37.1796115388238,40.7604061806557,43.928340124279,46.5637305230791,52.7965439050208,NA
Solomon Islands,0.468551964,0.501919843,0.555609882,0.649672673,0.844307573,1.646347989,2,3,4,5,6,6.9974,8,9,10.00046498,11.00090227,11.92422906,NA
Somalia,0.079039179,0.115614213,0.376198003,1.053454744,1.077327839,1.100216368,1.122235622,1.142687372,1.160610542,NA,1.25,1.3767,1.5,1.63,1.76,1.88,2.004048698,NA
South Africa,6.346619318,6.710322437,7.007691726,8.425118683,7.48854253,7.607139675,8.065375174,8.43,10,24,33.97,41,46.5,49,51.91911572,54,56.16739447,NA
South Asia,0.664542970301687,1.46664446850377,1.84665677677393,2.19007537447087,2.55564645668163,2.99224040780104,3.98381730183109,4.42625968942614,5.16686609553699,7.21973969713248,9.41001702905328,11.5311286506713,13.7606188573742,19.0593018778098,16.2234730219695,20.2398494772251,30.0991840496482,NA
South Asia (IDA & IBRD),0.664542970301687,1.46664446850377,1.84665677677393,2.19007537447087,2.55564645668164,2.99224040780104,3.98381730183109,4.42625968942614,5.16686609553699,7.21973969713248,9.41001702905328,11.5311286506713,13.7606188573742,19.0593018778098,16.2234730219695,20.2398494772251,30.0991840496482,NA
South Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.829969245,4.51615373,5.5,6.679728051,7.977428907,NA
Spain,18.14872269,20.39,39.93,44.01,47.88,50.37,55.11,59.6,62.4,65.8,67.08999939,69.80999994,71.635,76.19,78.6896,80.56133294,84.6022428,86.10723553
Sri Lanka,0.793821864,1.050422706,1.458580228,1.44615998,1.792046794,2.537566129,3.88,5.8,8.78,12,15,18.2854,21.9,25.8,12.1,16.4,34.1133479,NA
St. Kitts and Nevis,7.714726556,21.15238176,22.96978429,24.73767754,34,38.5,43.5,49.2,55.7,63,63.2,64,64.6,68,75.7,76.81767491,80.71019081,NA
St. Lucia,8.181863954,14.64183577,20.98247346,21.39521236,21.56758295,24.5,27.9,30,31,32.5,34,34.82,36,39.7,42.53093047,46.72907806,50.81524478,NA
St. Vincent and the Grenadines,5.094809778,5.54959488,6.462274167,7.371165842,9.198278082,12,16,21,31,33.7,36.7,40,43.5,47.4,17.13206652,20.68943522,22.00427798,22.39426119
Sub-Saharan Africa,0.640984265625872,0.827155548105121,1.10508030138634,1.49913624251293,2.03265443279007,2.70502061805253,3.48658471720997,3.8866518273984,4.60449853294213,7.00460756754665,8.39925610293403,10.2865684748128,12.3642174534071,15.0567497460665,20.745923226714,19.3412224293872,25.4153314962698,NA
Sub-Saharan Africa (excluding high income),0.639732241832104,0.825539086003685,1.10346620022499,1.49643281019143,2.02990115172837,2.701036522785,3.48265938219243,3.88241882188268,4.60449853294213,7.00094621946545,8.39563907887224,10.2828145015588,12.3604501635423,15.053229755547,20.7427253308965,19.3377426209045,25.4122688605177,NA
Sub-Saharan Africa (IDA & IBRD),0.640984265625872,0.827155548105121,1.10508030138634,1.49913624251293,2.03265443279007,2.70502061805253,3.48658471720997,3.8866518273984,4.60449853294213,7.00460756754665,8.39925610293403,10.2865684748128,12.3642174534071,15.0567497460665,20.745923226714,19.3412224293872,25.4153314962698,NA
Sudan,0.140185224,0.439477639,0.538471703,0.791561615,1.292040678,NA,8.66,NA,NA,16.7,17.46,21,22.7,24.64,26.61,14.09999994,30.87029573,NA
Suriname,3.064448389,4.161568745,4.719875395,6.076047814,6.403086288,9.499626942,14.11,21.06,31.36,31.59,32,34.6812,37.4,40.08,42.76382778,45.4,48.94517397,NA
Sweden,51.76566494,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.76998606,93.17998801,94.7836,92.52,90.6102,89.65094761,95.51006745,92.14167705
Switzerland,55.1,61.4,65.1,67.8,70.1,75.7,77.2,79.2,81.3,83.9,85.19302818,85.2,86.34,87.4,87.4790556,89.13468774,89.68614767,NA
Syrian Arab Republic,0.35375913,2.093101019,3.397972614,4.321593778,5.648106049,7.832551569,11.5,14,17.3,20.7,22.5,24.3001,26.2,28.09,29.97979724,31.86962727,34.25340193,NA
Tajikistan,0.051259133,0.055462827,0.064583777,0.077479907,0.298690024,3.772406207,7.197619518,8.78,10.07,11.55,13.03,14.51,16,17.49,18.98,20.47,21.96,NA
Tanzania,0.171300351,0.222484414,0.676962857,0.877574971,1.1,1.3,1.6,1.9,2.4,2.9,3.2,3.95,4.4,7,20,13,25,NA
Thailand,5.556326121,7.531250335,9.299027238,10.67730332,15.02600436,17.16071472,20.03,18.2,20.1,22.4,23.66992562,26.46,28.94,34.89,39.31612674,47.50496562,52.89192934,56.81748093
Timor-Leste,NA,0,NA,NA,0.099031768,0.5,1,1.5,2,3,4,7,11,17.5,23,25.24624959,27.49273173,NA
Togo,0.9,1,1.2,1.5,1.8,2,2.2,2.4,2.6,3,3.5,4,4.5,5.7,7.12,11.31,12.36022497,NA
Tonga,2.825371839,2.907297316,2.985817368,3.952373895,4.907782762,5.853944095,7.179865329,8.110769944,10,16,25,30,32.75396061,35.95444145,38.65127243,39.95,41.24872764,NA
Trinidad and Tobago,15.38462722,21.99867548,25.97176411,27.02427008,28.97671243,30.00374858,32.3,34.8,44.3,48.5,55.2,59.5162,63.8,65.1,69.19847061,73.29694122,77.32605293,NA
Tunisia,4.297966035,5.252887295,6.490845795,8.528817752,9.655086542,12.98640865,17.1,27.53,34.07,36.8,39.1,41.4416,43.8,46.16,46.5,49.59999484,64.19081023,64.19081023
Turkey,5.189481461,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.06571043,45.13,46.25,51.04,53.74497914,58.34773401,64.68461768,71.04276107
Turkmenistan,0.175209518,0.302132016,0.425182632,0.754053983,0.997256559,1.319573118,1.406360688,1.75,1.95,3,5,7.1958,9.6,12.2,14.99677482,17.99032446,21.25099741,NA
Tuvalu,NA,NA,NA,NA,NA,NA,10,15,20,25,30,35,37,39.2,42.7,46.00915151,49.31833862,NA
Uganda,0.237945087,0.384093505,0.46484984,0.71997068,1.742205503,2.529363038,3.671965351,7.9,9.78,12.5,13.01354333,14.1,15.5,16.9,17.83485947,21.87617046,23.70653091,NA
Ukraine,1.238759547,1.873885116,3.148127588,3.489477881,3.749764415,4.506124564,6.55,11,17.9,23.3,28.70826284,35.27,40.954129,46.23597546,48.88464368,53,58.88947945,NA
United Arab Emirates,26.2717542,28.31648531,29.47795341,30.13129617,40,52,61,63,64,68,78,84.9999915,88,90.4,90.5,90.60000732,94.81992254,98.45000178
United Kingdom,33.48109487,56.48,64.82,65.61,70,68.82,75.09,78.39,83.56,85,85.37999855,87.47999842,89.8441,91.61,92.0003,94.77580063,94.62,94.89674176
United States,49.08083159,58.78540388,61.69711712,64.75825648,67.96805292,68.93119327,75,74,71,71.69,69.72946076,74.7,71.4,73,74.55420245,85.54442129,87.26611282,NA
Upper middle income,3.57026314663527,5.89543026882755,7.77784853891421,9.77154833390754,11.3806831026229,13.8621979930117,18.4891227958901,23.1864531130353,28.1717687509575,33.5109059363534,37.7701579502152,42.4157941620145,45.8037132988138,48.6713883901386,52.4755511041126,55.2245419991356,58.8140955527489,NA
Uruguay,11.12143768,11.4194702,15.93713672,17.06309834,20.08818956,29.4,34,39.3,41.8,46.4,51.40466106,54.45376868,57.69,61.46,64.5707871,66.4,68.27966256,NA
Uzbekistan,0.597567994,1.081939742,1.912595178,2.593725421,3.343509888,6.388321967,7.490604681,9.080114523,11.9,15.9,18.6,23.6,26.8,35.5,42.8,46.79128694,52.30510079,NA
Vanuatu,2.830572239,3.510038711,3.903295845,4.746602619,5.082333808,5.850585059,6.8,7.269119923,7.5,8,9.2,10.598,11.3,18.8,22.35140458,24,25.71978784,NA
Venezuela, RB,4.636000948,4.910446327,7.499963465,8.404469592,12.55299791,15.22471148,20.83,25.88,32.7,37.37,40.22,49.05008307,54.9,57,64,60,72,NA
Vietnam,1.265651236,1.854999236,3.780280814,7.642408528,12.73992929,17.25456172,20.75544477,23.92,26.55,30.65,35.07,36.8,38.5,41,45,53,58.14,70.34963558
Mundo,8.05906627397075,10.5283556344911,12.211580366156,14.1003490298931,15.702878134049,17.4831725422458,20.4117077812427,22.9587408851459,25.3707942856145,28.7534640611051,31.1481630149941,34.2253845879942,36.7663427256663,39.858552615327,41.6884848496936,44.7036997371895,49.7230790800114,NA
Yemen, Rep.,0.090802459,0.518796032,0.6047341,0.881222989,1.048597934,1.247824049,5.01,6.89,9.96,12.35,14.905,17.4465,20,22.55,24.08540947,24.57920836,26.71835477,NA
Zambia,0.233129556,0.477750907,0.980483039,2.013549532,2.851752261,4.159913394,4.87,5.55,6.31,10,11.5,13.4682,15.4,19,21,25.50657885,27.8525791,14.2999971
Zimbabwe,0.799846046,1.1,1.8,2.1,2.4,2.4,3,3.5,4,6.4,8.4,12,15.5,16.36473996,22.7428181,23.11998904,27.05548769,NA
