Country Name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
High income,28659.190160404,29590.4724979372,30570.9048079991,32263.1758616724,33833.2566814636,36012.8326664961,37767.1074031949,38702.1777088514,37695.1488729558,39091.195851771,40697.9557166965,41846.0382670526,43314.0742962349,44581.0874954558,45831.411003913,47015.7031664039,48929.9901355758,50630.9621222157
Honduras,2686.72692971274,2759.21244534667,2865.03961819397,3049.73377263049,3256.30017585695,3493.06359041167,3723.88430724369,3871.46939133575,3726.8261488449,3832.54540991354,3984.49726718677,4150.26586843221,4263.12015736704,4398.09663427997,4536.135356482,4683.12669637731,4916.72379247097,5138.75245733876
Hong Kong SAR, China,27613.4124290995,28388.885005329,29858.750654976,33071.3640939402,36461.3831868343,39949.1393473734,43300.4342694208,44813.1079299907,43949.6027923571,47123.3433947867,50085.9593288483,51344.5070450814,53649.8893340125,55781.7736732117,57235.1912267908,58755.3200552918,61713.4155419622,64596.5638523698
Hungary,13213.4452709334,14526.3882629125,15464.1715510701,16228.920550789,17073.5514251442,18342.7152343631,19045.8084134439,20696.7285678852,20678.0683119944,21569.8900784948,22894.3476393949,23148.1278813822,24498.1791614004,25604.9882089604,26668.0408752434,27171.159453304,29159.1264479462,31102.5027541193
IBRD only,4664.90207806689,4897.08921234862,5230.45127584408,5734.10572391172,6281.66600631978,7014.6225441432,7759.74575520218,8378.3204213693,8633.2294857782,9317.68258653713,10083.1558477741,10706.1326667852,11318.7233630137,11931.4424206304,12408.7581825363,13026.662167254,13860.3542797632,14749.8277435078
Iceland,31775.1584348474,32524.0232505223,32619.3587350993,35608.0694559604,37233.1962853091,39093.9519586874,41160.2365118634,43318.3527469996,41905.3660341379,39576.9712388463,40767.2364144887,41926.3419355085,44157.5524601264,45714.8938116702,48728.0993642438,52582.2938522275,55322.0901345058,57303.060783165
IDA & IBRD total,4034.2776296433,4226.80475492689,4498.65594082846,4913.72458975248,5364.60973044027,5958.00521184341,6558.64763386217,7049.863022918,7253.05048190724,7792.39413152084,8389.44574610506,8878.36285278991,9365.75867224328,9851.84749445682,10217.7194625929,10681.3911424325,11320.0767995773,12003.4065323641
IDA blend,2571.7112706398,2728.01941222837,2851.15208312999,3082.45442612065,3313.57485459366,3539.87964575434,3755.78716042693,3890.78924520511,4027.61209178198,4193.16882195324,4376.97308411166,4552.13656269135,4782.65442276003,5029.33854218539,5172.73839182963,5232.50882804223,5384.44143304784,5614.24668006088
IDA only,1357.47163167294,1398.95852073408,1466.51606444203,1559.87753884753,1678.46005893827,1804.85486944868,1942.3741048477,2060.05080825513,2130.88323424258,2242.97131733656,2332.49743189688,2446.1473791579,2587.02467687489,2725.36146055581,2818.79406673775,2923.4168179004,3084.09097808251,3251.54043856318
IDA total,1774.59730232044,1856.31685378787,1942.32666460701,2083.18045406067,2240.03523704497,2400.29225162202,2564.1159493333,2686.84693558901,2780.75226881018,2911.60959117293,3034.67390731471,3169.78108927658,3341.90737834943,3518.17498453162,3629.06951211043,3716.95181730829,3872.96897628058,4060.89995601158
India,2270.71856303313,2354.26509965766,2544.11225096444,2774.42085837585,3039.12869822893,3331.59212661129,3628.00133755894,3757.28918358341,4026.38083277249,4360.15405040966,4624.56140396297,4909.58407584908,5252.27239741271,5682.73128543749,6133.88701518465,6634.84457365362,7168.99248444753,7762.88176956734
Indonesia,4827.43878507286,5055.35583412103,5323.1045067355,5664.89391328393,6091.92245334906,6534.07550966074,7041.48699378087,7510.10011836087,7813.09010597305,8284.50129449844,8859.13999816102,9444.948401432,10009.6654832984,10570.1950446793,11063.0622072345,11604.5252492562,12279.183275732,13079.619296594
Iran, Islamic Rep.,10713.5831538826,11528.7706833742,12611.4655116221,13355.1430214772,14045.2084944317,15023.0844357647,16501.9742671559,16681.7949720279,16791.0588830626,17767.5022142136,18400.9062905794,17149.7392216707,17202.3003001436,18101.7762970666,17817.6364749318,20150.3222604152,21011.2883087802,NA
Iraq,9861.52026513667,9055.55115425569,5999.13099129641,9255.53031971093,9738.63913850825,10840.8175772592,11098.1313804646,12040.2459703622,12287.7296540565,12884.9038434017,13693.9763684829,15320.8864698408,16133.5652409149,15950.1962930714,15981.3150918279,18085.8764733014,17519.05421645,17435.8539331446
Ireland,32546.0914773789,35212.0947152903,36237.7712777675,38669.2041409419,40437.7745791191,44204.9969040869,46759.714841514,44283.7301119233,41621.718321539,43295.0179148943,44855.3247012361,46256.5688825764,47897.2916625856,51067.9767132391,69056.0460368695,70522.225919013,77596.3550528709,83203.3946770927
Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,24918.0042798502,25224.8787374278,23821.5450976066,25224.3644765757,24831.4499182696,25678.7142850591,27487.8446225651,27433.0634931255,27501.2941429847,28861.9399087042,30539.963366648,31693.917871933,34145.7125990963,34212.9444888986,35436.8108730888,37463.1990777849,38866.1107012773,39919.1696489174
Italy,28045.448432517,28736.5771073504,29164.5952658333,29527.7909380513,30130.6444569128,32419.9361477515,34108.2042928282,35523.2713104342,34610.0314472579,35155.6680557794,36598.0149693024,36486.2967870302,36314.6971007775,36194.873918843,36909.3283742734,39178.3999979522,41200.0287210871,41830.4263276444
Jamaica,6495.14700297789,6684.32279000524,7014.85456669768,7257.34031590721,7508.98819198958,7918.87943430991,8206.86618603519,8257.87039405455,7920.23110484866,7853.97486377086,8112.12923009471,8170.12900182618,8306.75523619801,8473.74342693856,8595.88658964909,8763.300248235,8974.33981952621,9326.66405867008
Japan,27472.5471191491,28160.1076146939,28924.6821605164,30348.0419689178,31663.4530989772,33090.1962558485,34501.5090143849,34798.7658977271,33198.616113072,34986.9945402402,35774.6967129559,37191.3859456258,38974.0794886127,39179.155610609,40396.2432092141,41118.0780381719,41958.9621557727,42797.4585169914
Jordan,6142.84266277533,6476.61252635302,6724.04338639789,7300.2190092492,7879.09502231991,8443.67723499297,8983.91303902707,9369.8844961468,9471.84356825329,9306.48879741245,9235.87913208618,9151.7324728848,9093.01001487925,9123.97870874389,9089.00686440822,9092.95427812441,9241.51375429203,9478.90458750285
Kazakhstan,9200.7844571847,10261.8349647859,11386.1132268159,12726.3994350879,14268.3375381591,16101.8329632671,17801.1435283837,18519.2510987782,18392.8849850481,19685.3517063285,21276.9340240625,22407.9833148643,23823.8861287707,24924.3702090645,25123.3179899728,25314.8655360646,26490.8437742588,27879.7519462896
Kenya,1722.77206623963,1712.50683094794,1747.46454477529,1835.48186319305,1950.28767014442,2081.16429762489,2221.12281198187,2207.64203168337,2235.6801113298,2385.99264504313,2515.92747137232,2610.73799579767,2740.02864000564,2867.10191001328,2988.07328220834,3121.83048906587,3258.15449927434,3467.55647830821
Kiribati,1567.04121480786,1624.56534175181,1658.86322839244,1644.95458417253,1744.97485810154,1758.45949759349,1800.75489371694,1756.7303434587,1745.98690684999,1716.05922699588,1749.23346125585,1837.99193779004,1921.61445919552,1917.62741344392,2110.11727296233,2210.8507193333,2227.92099491753,2293.92033296962
Korea, Dem. People's Rep.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Korea, Rep.,19168.2151242357,20775.1051401435,21376.766166259,22936.8116300302,24196.4238503746,25820.9716329396,27822.276531614,28655.9835241828,28325.2092954875,30365.2783684757,31228.5106952266,32097.164002476,32615.7725895835,33587.5833961446,35760.734442377,37142.832902789,38824.1153902612,40111.7757574615
Kosovo,4782.37963536478,4820.69744982472,5200.32941351688,5476.11340743729,5983.30439978262,6390.42047774724,6983.87919954948,7249.40935980755,7506.89862042454,7782.87510680613,8222.2857122545,8547.65238422088,8903.76342927097,9194.7418194884,9781.01967903813,10208.8579003285,10756.6634607968,11348.3634485683
Kuwait,55831.3546128736,57502.2645597083,67935.0551459142,75549.6717371424,83521.9999006255,88482.9835752878,91290.7151414351,89916.4733534645,79265.5930687249,73817.9769800998,78021.6716759992,80209.8145314314,78399.2471705726,76703.3116715044,75042.1419674516,75689.2757480588,71695.5642102118,72897.562345371
Kyrgyz Republic,1759.98981239163,1771.18588863959,1910.77178046053,2074.83559428422,2111.7571521196,2219.18578578535,2449.99965325597,2681.89343420632,2746.97206910092,2733.07926789609,2920.6032099095,2921.60378315197,3232.12875424521,3356.98344766007,3453.36074582615,3567.81268444757,3733.60613755552,3884.70880922506
Lao PDR,2105.34274498429,2230.72500331119,2373.96359814939,2553.68469494692,2776.51767224465,3056.92731902409,3321.33933615938,3589.50200054143,3823.69226912636,4130.54718739444,4485.18112656039,4863.7917323043,5267.28464351982,5689.82855013268,6075.9527986298,6473.24369563824,6942.23841658624,7439.5993595197
Late-demographic dividend,5072.11193985892,5444.45980453081,5915.311142913,6530.99302155103,7236.48364090774,8237.19036937106,9269.01777987801,10209.0408413252,10608.221850193,11537.7501813495,12702.9841505386,13621.5931464929,14497.9113975095,15330.1241812643,15955.4880350804,16689.0103009237,17812.9010598493,19073.3599520866
Latin America & Caribbean,8938.31344343473,8981.1812698833,9210.35916013587,9915.3275143797,10544.1804032931,11430.601346788,12239.5287271383,12855.8209700847,12648.6347426106,13438.0594825761,14320.897449019,14831.7318120233,15329.5865591277,15654.7368357399,15661.9351246154,15674.9800466452,16156.2046855486,16590.2222494058
Latin America & Caribbean (excluding high income),8709.58541806731,8739.75478908522,8952.76239766419,9627.78137249046,10241.9696729585,11057.7610037669,11848.6337145066,12493.6423026431,12292.1169813095,13046.6576814841,13886.9502198225,14365.8539477753,14840.8946506905,15156.8857402321,15155.3968634354,15156.1543862655,15604.9657842913,16017.9960913673
Latin America & Caribbean (IDA & IBRD),8843.64705528707,8881.61439140328,9110.01961745013,9800.70720643997,10433.9258730733,11326.5180626567,12140.3014855362,12762.7871518565,12556.0053664056,13352.7089304971,14240.9575891185,14750.8332064881,15249.5754563843,15573.6907783319,15577.573194515,15587.6427982442,16072.4180643937,16510.9587533277
Latvia,9018.39741496628,10052.622725727,11010.8852742509,12199.1641064643,13836.8435517688,15745.1031259517,18127.1567319641,19466.1450948568,16924.0311510137,17587.3459638947,19789.4764031104,21291.1197025538,22692.8534428152,23844.2261210006,24830.9342854527,25875.9873496488,28115.3476935424,30304.852496882
Least developed countries: UN classification,1240.2692238411,1289.21525162612,1352.15763885696,1447.3122898383,1573.92721381615,1705.23801853226,1850.25546975804,1972.1205141913,2038.68549931281,2145.48459587476,2222.82298001158,2327.00121210727,2450.02769759938,2574.20992737939,2651.68759292346,2729.56593849497,2859.09695545406,2996.96466387869
Lebanon,8632.38592929927,8654.47791969592,8672.16365437753,9091.1631793197,9366.76544452351,9688.65623535171,10860.9208888184,12102.8368056162,13286.6125663111,14111.1913921487,13841.5350103708,13610.8883532687,13309.0199529047,13049.0329582958,12695.4101431083,12693.5641823956,12813.8695525543,13081.1074629124
Lesotho,1377.59123013368,1413.61527575002,1514.08608475158,1590.9428319361,1705.71688728589,1837.35620522992,1980.90015391975,2155.30697822354,2215.17737497386,2378.56357773583,2578.63963387474,2767.67561032681,2857.76883364933,2972.01294621374,3062.06883551349,3170.57860755126,3132.49553353576,3219.45715691253
Liberia,1063.61081340648,1094.84937391824,765.7607838077,791.899300566878,837.661323587308,901.315450904391,974.919319632846,1021.82398381432,1041.94548614859,1078.9460461099,1154.40937039294,1234.28081872855,1329.04928288563,1328.91311080663,1309.26956499188,1269.88622269703,1293.41593413888,1308.62953596446
Libya,17230.9110576969,17060.3186587007,19326.3760015303,20406.8275620111,23181.2679629022,25053.957398636,26958.6333569799,27825.0708346714,27474.4903790716,28890.3654535984,11096.1563633459,25080.9683779471,21929.5035056634,16870.4851323309,15403.5732227291,14964.5228796856,19056.8042970874,20764.1641363784
Liechtenstein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithuania,9451.63652341646,10494.3517874081,12067.659169858,13031.5005429199,14526.0824049391,16484.5920202619,19095.436767479,20744.1275295851,18145.8529229608,20039.0100196939,22823.9183852478,24645.5690883586,26680.0341634064,28156.1358105285,28823.8128915519,30334.1908669113,33314.7403681721,35461.3590993235
Low & middle income,3934.99076781877,4123.26565776752,4392.3006464336,4799.69088844444,5247.21685570569,5825.83430069066,6415.04819035798,6900.40910020726,7102.50185868522,7629.60607893674,8213.21513441367,8696.7416426943,9179.95636618036,9664.25125350731,10026.4075147321,10488.9304775603,11115.5277305184,11793.6563013437
Low income,1118.75934739556,1142.25649781093,1183.80677649529,1255.01294140412,1340.90791206716,1419.14766361318,1508.63717480393,1586.55466743094,1638.53409392094,1729.03345168428,1774.89838882778,1833.55853774313,1932.0193481905,2029.21414724799,2057.38180737518,2095.55170030331,2184.87460050133,2287.80691230164
Lower middle income,2728.89470111361,2846.40862547207,3027.40888030699,3272.32826918498,3541.67468117879,3843.34283326285,4157.58171665245,4359.00273223406,4546.78475052793,4838.1941098169,5104.59122064606,5387.08451697509,5704.61895605117,6057.60835569593,6386.50165242392,6742.0872034285,7166.78105850272,7655.92843399679
Luxembourg,55894.8045545803,58771.5092731796,60039.2987437538,64051.5559251753,68220.0644818574,77951.3647387768,83981.7358747083,86693.8951220862,82278.1973939736,85613.586610591,92005.0168361444,91622.1774169388,95590.5386984251,101297.575745297,103750.775104054,108165.761406173,110589.192416989,113337.420494703
Macao SAR, China,34526.3675738309,37283.9464101677,41356.4123640303,52527.8789376944,57164.4516931558,65257.0093414759,75063.004323561,77472.7779266493,77417.8456871582,95951.9622755699,116456.956686053,126618.372747962,139962.174945021,137832.961536934,107069.595634601,105577.666170523,116370.740263427,123892.166434539
Madagascar,1407.82111831748,1211.28597277622,1314.21068595493,1378.74050909096,1443.84054944638,1517.2715026067,1608.13545268238,1700.21266037613,1599.21490339838,1583.03611818757,1596.89408977853,1631.31232949605,1652.67103922669,1693.7950990893,1718.59753219304,1758.84516294128,1813.51549291141,1891.32066763688
Malawi,665.897847163689,671.388291475611,705.615599275423,745.158290594501,773.116298974779,811.595309406476,888.201894336937,947.243523144899,1004.66075754849,1055.49399020789,1097.94213514177,1107.97055007157,1152.84856877568,1207.29440992259,1220.22958748064,1230.41657132962,1269.64459549711,1310.99555499899
Malaysia,13037.7003700322,13670.0376366382,14437.4067076494,15522.7040520606,16531.598918338,17632.1305988598,18872.8219549038,19787.6991497507,19283.4523118174,20605.2011124392,21806.8227852715,23105.0752924451,24279.3716940587,25875.5026744642,27116.5762566726,28246.7505474921,30025.1765538208,31782.1533573136
Maldives,7472.46450776797,7924.27981365322,8923.52934528721,9448.78665826078,8242.99142916779,10452.2742208537,11296.0095601101,12303.9704354052,11177.8559623983,11720.5281319198,12486.4469115962,12496.4282598589,13039.0479167402,13622.8857170523,13546.0502260319,13931.3627832209,14523.9963660733,15307.7219374077
Mali,1335.566577923,1357.25774640708,1462.47826304413,1477.63467320752,1571.58768307897,1639.71932845304,1685.39354223852,1741.2491362276,1777.6900794192,1836.81621669854,1877.89282805323,1842.68660161158,1863.3677566786,1974.217655054,2053.12857449103,2131.58970330471,2221.75788574413,2316.6551998375
Malta,19621.3445428203,20561.6940765116,20937.6038203936,21401.144072919,22232.4828863504,23223.9771252558,24893.2011506819,26193.1828466192,26139.5081810283,27809.106496918,28585.8204520107,29437.1690292596,31080.2683827856,33391.1106767158,36195.5631907797,38347.8685746424,41510.2890088613,42581.0978615749
Marshall Islands,2668.12942837962,2760.84107302883,2710.46542410316,2757.24809241076,2866.9396526901,2946.29521743258,3093.46513792563,2934.23005052997,2995.23435050235,3252.367856745,3285.58253525386,3258.50077384902,3425.60154647446,3443.02834153973,3519.21814540136,3585.71074656695,3780.93897001437,3989.03765796221
Mauritania,2288.06706602536,2275.9615764105,2388.84488620031,2521.69123241646,2753.87736634071,3277.5131884251,3362.48497202591,3366.39302250437,3260.58863987081,3356.36134613617,3483.52210100308,3646.72756780893,3822.31254642539,3993.31701547026,3937.94710772076,3940.24457666861,4023.49923823413,4150.96524599535
Mauritius,9407.27454046622,9643.21815509027,10329.2967510206,10997.5026631706,11473.5070150015,12338.1810450901,13334.3301683443,14274.2743840944,14820.4986594512,15612.293422057,16561.7709831855,17421.1450178022,18282.2280771971,19290.6919260322,20162.9966825227,21151.2477704482,22355.1905207207,23750.9880399871
Mexico,11129.8689578182,11187.4776219579,11482.4495877714,12085.7617953942,12657.6371945575,13808.177624733,14290.0672372946,14924.8217487322,14558.2448127429,15260.6205539571,16520.2585085371,17162.9275170326,17373.8970180913,18045.9844632037,18284.8828438085,18783.1615810586,19423.9276939594,19844.6456685975
Micronesia, Fed. Sts.,2604.70544613613,2663.93361369604,2759.38848253502,2753.50496255775,2910.78901436923,3018.00078806756,3069.16928083663,3080.07977967807,3154.79279316807,3265.69282482481,3422.28920957019,3388.22489894385,3276.30042139499,3215.17441769737,3354.50839527417,3380.73734639041,3497.91754135144,3553.06145460345
Middle East & North Africa,11104.6067124734,11277.4387338624,11815.5355025342,12855.5786168799,13607.4762144133,14507.89545942,15346.4509006468,15983.8172101159,15907.7744396444,16559.2813355457,17080.7824165297,17692.4013611962,18111.8658239603,18586.5665293577,18878.0677322656,19757.5181484173,20097.8748231504,20713.4331899478
Middle East & North Africa (excluding high income),7565.06031987671,7802.85078016892,8014.77255809358,8727.46971065495,9243.97323432601,9880.05876868379,10579.3241853045,10985.4817318037,11158.0889148249,11672.2448651184,11640.2496528086,11944.2595557895,12146.898486615,12430.4807015835,12481.1111697851,13346.2979910917,13755.4140731568,NA
Middle East & North Africa (IDA & IBRD),7618.50427119532,7863.32313659617,8074.64795299536,8792.72327708038,9311.83287376106,9957.01843882831,10662.5194918173,11072.1752525143,11244.8315006535,11762.8390542117,11725.4201495406,12030.5604702581,12235.2558759569,12523.1326048058,12573.5958860385,13447.7587013881,13860.3207270211,NA
Middle income,4214.15794618232,4422.68523023657,4719.0126811828,5165.65170038394,5656.45819006402,6293.46868291614,6943.1725458421,7481.03988355406,7709.23332398618,8294.07224317793,8946.55185275304,9488.07913856785,10026.7978912401,10568.3775260524,10982.2189105009,11508.9422331285,12216.3819715405,12983.3305231685
Moldova,2429.72801990723,2666.8458025973,2903.81769418107,3210.59701602611,3567.5702663895,3862.67817481942,4094.91256197381,4508.75403795878,4275.9333789692,4637.51651562497,5012.74200758118,5079.41634733328,5637.50240760125,6035.02264695659,6082.84189438093,6424.37115420312,6858.89195813669,7271.64191879281
Monaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,3861.57288517635,4068.48967785416,4388.53442676075,4930.35864616753,5387.88885874258,5949.51403361094,6644.62851489283,7270.04877820226,7119.2082513187,7530.75353035598,8853.12541902053,9939.57029609572,11068.4565605337,11925.8133992746,12100.1273474548,12140.8470898109,12791.5793387332,13799.9048471337
Montenegro,6773.14422599317,7100.28277416055,7332.72850335386,7835.15929733652,8313.65688001606,10447.9007439756,12447.2825021416,13816.6179615217,13024.7720233698,13634.9969649085,14472.4582555656,13863.8810545568,14870.2269394773,15371.106899645,16337.2537908133,17866.4722534354,19355.0198351076,20689.9867512224
Morocco,3873.40717597449,4009.18555086719,4276.01257338784,4547.82368490831,4787.23394539841,5243.91473896307,5509.92987762503,5879.2609502733,6099.6927655251,6324.15295486598,6703.87683123861,6940.43473725353,7278.36214188997,7507.24083111204,7822.96804832241,7890.99716687807,8261.06085184946,8586.6387002324
Mozambique,561.248694814625,605.086938751562,639.685723116833,688.364727667547,735.376634965741,808.024940760063,869.416204874393,925.18054036149,964.33533356312,1010.75265580009,1078.20860260835,1146.64209806813,1213.9296950286,1291.7468096644,1354.39190614205,1381.31549742321,1418.48539775998,1459.69841306972
Myanmar,1154.62647308925,1300.7957969006,1494.38432501564,1727.8682841318,2007.5140976073,2322.0575792098,2653.11888248209,2963.69778751934,3280.27459442083,3613.01914297704,3864.95976755573,4193.13233878975,4587.08683131574,5005.99965346285,5372.24116093082,5709.87136054433,6172.39264946237,6674.02864731957
Namibia,5293.94738340508,5550.43827611191,5806.6734039024,6594.17366788708,6861.58844253041,7442.55509684176,7911.92926566636,8130.12318615235,8067.70020630658,8500.09714760438,8959.51589253357,9427.08226711924,9955.45310834825,10598.6686708128,11160.3796375995,11200.4278734375,11104.4193800554,11101.8262817533
Nauru,NA,NA,NA,NA,NA,NA,3816.38273034945,5203.83085095736,5670.05753134209,6470.45357125621,7339.30436698258,8056.69642100375,10451.9390087245,13273.4836493531,13104.4803663974,13982.2015696529,15039.3175663456,16504.2579284635
Nepal,1279.53244256833,1281.41128105861,1337.48300622533,1418.660867683,1494.62778848757,1571.99503031143,1649.3063560543,1765.03052785792,1844.10281667789,1946.05872108839,2052.54719698636,2196.11885083539,2333.1454729904,2520.68955258527,2621.76657505155,2641.97112846156,2874.9833308159,3089.55635218567
Netherlands,33194.0460897274,34447.2053180645,34111.8033495886,35777.1532439148,37625.5617084958,40971.2607605818,43896.738702196,46420.2016795592,44566.0618961764,45040.3180778936,46599.02103045,47272.1030187972,49241.5178406305,49233.2153954401,50302.0677470128,51338.5732558743,54503.0819277108,56328.9411363302
New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,22500.4775864557,23306.2795376277,23967.4207453945,25080.4724623797,25677.4190803252,27758.1657377218,29385.8957234312,29860.527731852,30699.6620210642,31253.0535992516,32734.5366666969,32986.1828887189,36219.4240080477,37260.629400992,37475.1783595906,39122.5421346301,40438.5709468742,41005.4208705895
Nicaragua,2817.61887244765,2842.90082317126,2927.85637747371,3123.42366786583,3313.09332991781,3506.68328681557,3732.01818334251,3881.59241068346,3730.9848252324,3887.78753693027,4163.25633536544,4458.72617847443,4697.73739238679,4950.08124811676,5174.97212280321,5400.24893861086,5687.2315121067,5533.55106372852
Niger,633.973431767058,639.448455387982,661.008421963345,654.742099242404,679.701548803588,713.67386436937,728.035585587223,783.196871260198,754.254073087425,795.682825586081,799.258375990871,876.2759994611,902.662599530563,951.160586652266,964.838078848638,984.683133557325,1012.85919630951,1063.42184074385
Nigeria,2578.21048014485,2945.25178064063,3139.67907082746,3433.44394668581,3672.15388855471,3909.12091604486,4167.55370335818,4417.39506563166,4682.43593481676,4981.35823235291,5213.83719396966,5392.09640255187,5698.16667794227,6009.9894534981,6072.47729487526,5882.98733984966,5887.57307757679,5990.85043229634
North America,36445.0537084108,37319.558301578,38782.7471230826,40935.6056395367,43338.5032391487,45483.5542480719,47137.5638051099,47585.678534368,46281.4953032531,47630.9057386989,49058.9245339295,50666.4322274695,52215.943536552,54092.8764746187,55578.0901462231,56608.4470670573,58594.4723186281,61303.190654507
North Macedonia,6028.86091052814,6305.3721850581,6502.65109877596,7080.11014310026,7759.70156871515,8584.85358590611,9242.97320316075,10418.0551445257,10914.420663767,11273.856996324,11611.2511511122,11839.6168746359,12653.596546255,13368.1467353717,13831.2279870305,14813.357450806,15298.9519318068,16358.6620491976
Northern Mariana Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,37780.1005125531,37980.3539761745,38550.9553872116,42511.1764459918,47797.5299472052,54104.2892735293,55876.5039239364,61716.5997128422,55375.5762805934,57915.0193733858,62076.7406576686,65354.7792483883,66961.2530988205,65892.6892787813,60385.1167632081,57744.2745092321,62012.4077632135,65510.5852742471
OECD members,26024.3334586372,26848.6506399995,27622.5571712082,29085.7190097228,30459.0558938699,32469.0315332249,34031.3064525191,34900.6023728431,33982.2871480564,35247.8704585806,36707.4590527382,37698.8917011363,39016.252874006,40169.965195386,41321.4050736976,42379.55739874,44202.2304835615,45623.9030752608
Oman,36916.8726498738,36454.3605512463,35363.2289580766,35891.7817394516,36938.6160677185,39020.8447137339,40649.8205565657,43309.5622415092,44291.0748921099,44408.5874151817,41942.1205555181,43436.8777775838,42862.893653856,41950.7876431858,41911.0864825262,42375.5454268438,41563.6382667191,41859.934476789
Other small states,11307.1739825293,11847.5593391444,12387.4302775705,13720.7323421927,14680.7302011955,16522.0663717097,18275.181530148,19725.5224822741,19917.5420355988,21353.1243334858,23022.8295296207,23819.2788590336,24500.6051450048,25122.6993062587,25555.1411009682,25920.1490088396,26474.9446105386,27070.8633722574
Pacific island small states,3686.15800040565,3790.41832767286,3889.09931090981,4118.59026238143,4277.61981938294,4451.69905005859,4551.33430470921,4653.61648498688,4558.13375020665,4687.49489917369,4906.17130612755,4997.04853936317,5190.1673241678,5441.80274287106,5659.37683521536,5823.10993539554,6100.47861985877,6330.82474012657
Pakistan,2750.39467519308,2815.1161406137,2936.77012552733,3164.24342164371,3433.22361275802,3670.48181817068,3862.10058802804,3914.61195236177,3966.5652190876,3988.65672534931,4094.52711205909,4228.51300070234,4398.38122959749,4593.96424012779,4762.29672085624,4975.65439474309,5241.93874098438,5567.05560794386
Palau,10598.3614090808,10995.7307189725,10787.8029033216,11595.3903452,12495.8878972273,12837.9870102104,13626.2826132555,13433.88251171,12979.8679923734,13411.1007556926,14527.3193922378,15168.3083792519,15245.6114104045,16195.0125242074,17977.5310081878,18256.89902546,17865.7908148372,18510.2156584187
Panama,8522.94183095827,8683.41251972096,9044.71151907315,9802.65875211968,10636.8888761023,11691.2612474495,13202.6561244749,14523.0430190862,14554.8307892259,15311.0291307719,17099.8188262158,18806.5630239098,20111.951216544,21167.1767869762,22237.0930469172,23195.8111317659,24472.0098496584,25553.6967088531
Papua New Guinea,2079.35510756678,2066.01305766077,2106.82375842738,2176.64624889386,2335.16183812792,2477.99325218017,2678.2984446611,2656.86445517886,2791.71461148788,3039.78623637129,3069.75809776519,3206.19624483098,3318.80476871474,3763.07787858426,4081.29824656452,4209.04366236518,4353.2833571561,4336.24465709437
Paraguay,6313.61551470193,6292.12124345964,6565.98367622144,6896.87833838173,7146.77400413457,7600.70403038978,8111.13792859298,8674.89549999466,8601.54016497273,9541.37180413622,10016.7703711715,10015.4860474511,10898.4490164687,11486.9443725394,11807.7725892954,12287.9858793238,12971.6838450291,13599.9265632594
Peru,5193.02465320978,5500.9240898963,5778.61205888157,6171.59813582702,6705.08808025393,7365.73661936763,8140.97968172926,8984.07945739718,9078.55665682842,9869.07041624949,10626.0771337578,11400.335732508,12169.1200775031,12561.2454498288,12944.8223378926,13403.4472653443,13771.4599452962,14418.070667873
Philippines,3459.88594598217,3566.98383996552,3736.35569187211,4013.77434319268,4255.37529776869,4531.98625186449,4877.47273852347,5093.57833423675,5106.39920580137,5468.30550685745,5689.76094098301,6081.93666663976,6514.66717101521,6930.7644631533,7313.40980493888,7784.13669904141,8340.33133069678,8951.08565366152
Poland,11101.9747117124,11781.0563524395,12257.1448668074,13341.0999992516,13895.9235416906,15142.1848735363,16787.9702463152,18310.4432086685,19246.4486754828,21048.3305213108,22850.6388460286,23833.2097049187,24719.2475053521,25612.2578311438,26856.0352192633,27735.3508495019,29922.204979344,31336.6034966686
Portugal,19533.0660986307,20356.647299736,20827.984236148,21458.2767372595,22725.2774946084,24657.104822569,25708.2461922016,26665.8372952939,26464.3108053655,27259.7660986177,26769.5118850004,26438.0163019973,27936.0396644563,28742.4403783509,29668.8592004843,31043.5638622436,32777.4019740351,33415.4379006894
Post-demographic dividend,27762.278415429,28727.5038193743,29642.9247092597,31242.7147312779,32767.7336040381,34872.5350751227,36581.4134905035,37491.8743719315,36485.5881206516,37773.2125624015,39204.5358152129,40244.6890636513,41669.577591096,42846.0824139921,43943.799597339,45125.4712413115,47055.581168931,48705.2074502772
Pre-demographic dividend,2002.09512607238,2078.5181544154,2027.34861503242,2299.99606481974,2455.77232900829,2637.46667220712,2799.27784704717,2962.2157482097,3048.89599342037,3187.98852168029,3310.32686968261,3471.68775377115,3638.13380898177,3767.70245236029,3819.81221523046,3894.83007375772,3919.52369311149,3985.9449195017
